"","ASV0010","ASV0018","ASV0026","ASV0030","ASV0037","ASV0040","ASV0043","ASV0046","ASV0047","ASV0058","ASV0077","ASV0081","ASV0082","ASV0095","ASV0097","ASV0098","ASV0104","ASV0112","ASV0117","ASV0121","ASV0123","ASV0125","ASV0132","ASV0142","ASV0151","ASV0155","ASV0173","ASV0179","ASV0187","ASV0201","ASV0202","ASV0204","ASV0242","ASV0245","ASV0255","ASV0257","ASV0264","ASV0274","ASV0287","ASV0296","ASV0298","ASV0303","ASV0309","ASV0310","ASV0317","ASV0325","ASV0330","ASV0332","ASV0347","ASV0353","ASV0355","ASV0358","ASV0360","ASV0369","ASV0377","ASV0389","ASV0397","ASV0410","ASV0413","ASV0415","ASV0420","ASV0442","ASV0452","ASV0463","ASV0473","ASV0486","ASV0490","ASV0491","ASV0492","ASV0493","ASV0496","ASV0497","ASV0501","ASV0503","ASV0508","ASV0517","ASV0521","ASV0523","ASV0527","ASV0530","ASV0535","ASV0545","ASV0547","ASV0550","ASV0552","ASV0555","ASV0558","ASV0575","ASV0600","ASV0604","ASV0606","ASV0610","ASV0614","ASV0615","ASV0621","ASV0622","ASV0638","ASV0654","ASV0667","ASV0668","ASV0669","ASV0685","ASV0706","ASV0714","ASV0717","ASV0731","ASV0737","ASV0759","ASV0761","ASV0768","ASV0776","ASV0777","ASV0794","ASV0799","ASV0804","ASV0807","ASV0812","ASV0815","ASV0829","ASV0832","ASV0833","ASV0834","ASV0849","ASV0857","ASV0872","ASV0873","ASV0884","ASV0908","ASV0917","ASV0924","ASV0925","ASV0939","ASV0941","ASV0944","ASV0949","ASV0955","ASV0972","ASV0993","ASV0999","ASV1015","ASV1016","ASV1019","ASV1023","ASV1024","ASV1068","ASV1071","ASV1101","ASV1106","ASV1112","ASV1114","ASV1118","ASV1121","ASV1131","ASV1144","ASV1145","ASV1146","ASV1149","ASV1152","ASV1170","ASV1171","ASV1180","ASV1182","ASV1184","ASV1212","ASV1218","ASV1222","ASV1224","ASV1231","ASV1248","ASV1264","ASV1266","ASV1276","ASV1286","ASV1297","ASV1298","ASV1304","ASV1309","ASV1312","ASV1321","ASV1323","ASV1327","ASV1331","ASV1341","ASV1351","ASV1367","ASV1375","ASV1379","ASV1388","ASV1391","ASV1399","ASV1402","ASV1410","ASV1414","ASV1415","ASV1431","ASV1432","ASV1448","ASV1454","ASV1465","ASV1466","ASV1483","ASV1486","ASV1491","ASV1493","ASV1511","ASV1522","ASV1532","ASV1534","ASV1543","ASV1548","ASV1557","ASV1562","ASV1574","ASV1586","ASV1591","ASV1596","ASV1597","ASV1599","ASV1604","ASV1606","ASV1607","ASV1612","ASV1613","ASV1614","ASV1632","ASV1638","ASV1643","ASV1644","ASV1647","ASV1651","ASV1652","ASV1653","ASV1654","ASV1657","ASV1658","ASV1665","ASV1666","ASV1669","ASV1689","ASV1698","ASV1714","ASV1718","ASV1726","ASV1733","ASV1746","ASV1750","ASV1754","ASV1755","ASV1760","ASV1765","ASV1766","ASV1771","ASV1803","ASV1805","ASV1811","ASV1812","ASV1813","ASV1830","ASV1861","ASV1862","ASV1870","ASV1871","ASV1890","ASV1905","ASV1907","ASV1917","ASV1921","ASV1923","ASV1927","ASV1932","ASV1937","ASV1942","ASV1953","ASV1967","ASV1971","ASV1975","ASV1980","ASV1981","ASV1984","ASV1998","ASV2000","ASV2005","ASV2018","ASV2019","ASV2030","ASV2031","ASV2035","ASV2055","ASV2060","ASV2064","ASV2068","ASV2073","ASV2082","ASV2084","ASV2086","ASV2091","ASV2099","ASV2103","ASV2115","ASV2118","ASV2120","ASV2135","ASV2138","ASV2151","ASV2156","ASV2157","ASV2159","ASV2165","ASV2167","ASV2187","ASV2193"
"ASV0452",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.81894456713863,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.917888347992258,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV0463",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV0473",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.81894456713863,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.806695146030167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV0486",0,0,0,0,0,0,0,0,0,0,0,0,0.995867768595041,0,0,0,0,0,0.831657717901231,0,0,0,0,0,0,0,0,0,0,0,0.831657717901231,0.835108579801236,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.995867768595041,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.831657717901231,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.835108579801236,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.835108579801236,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV0490",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.843908948001569,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.835108579801236,0.831657717901231,0,0.82731164645237,0,0,0,0,0,0.883487128618889,0.860354655433559,0,0,0,0,0,0,0,0.816283036112909,0,0,0,0,0,0,0,0.835108579801236,0,0.870574161362985,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.886040559626458,0,0,0,0,0,0,0.873129037845341,0,0,0,0,0.849015810016707,0,0.878380266603751,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.835108579801236,0,0,0,0,0,0,0,0,0,0,0.831657717901231,0,0,0,0,0,0.804048920488792,0,0,0,0,0,0,0,0,0.881432386413,0.885264701136535,0,0,0,0.833528452368815,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.805424811062894,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.870574161362985,0,0,0,0,0,0,0,0,0,0,0.878380266603751,0,0.843908948001569,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.814544491414525,0,0,0,0,0,0,0,0,0,0.84502539653942,0,0,0.869296723121807,0,0,0,0,0,0,0
"ASV0491",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.996038642809606,0,0,0,0,0.997170504903708,0,0,0,0,0,0,0,0,0,0,0,0,0.896209464195233,0,0,0,0,0,0,0,0,0,0.988115608150893,0,0,0,0,0,0.981324435586282,0.994903737259343,0,0,0,0,0,0,0.816283036112909,0,0,0,0,0,0,0,0,0,0.870574161362985,0.98074745186863,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.981324435586282,0,0,0.809777502573789,0,0,0,0.98074745186863,0,0,0,0,0.996038642809606,0,0.986983746056791,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.985851883962689,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.908642427860369,0,0,0,0,0.914858909692937,0,0.803507056045445,0,0.98471121177803,0.981879954699887,0,0,0,0.998301245753115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.997170504903708,0,0,0,0,0,0.854962142378633,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.990373725934315,0,0,0,0,0.912786749082081,0,0,0,0,0,0,0,0,0,0,0.98074745186863,0,0,0,0,0,0,0.846464801600569,0,0,0,0.986983746056791,0,0.996038642809606,0,0,0.839196929806632,0,0,0.816283036112909,0,0,0,0,0,0,0,0,0.898189367738566,0,0,0,0.838849220270344,0.999434229091911,0,0,0,0,0,0,0.803507056045445,0,0,0.981313703284258,0,0,0.989241223103058,0,0,0,0,0,0,0
"ASV0492",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.835108579801236,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.835108579801236,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.995867768595041,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0.995867768595041,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.995867768595041,0,0,0,0,0,0,0,0,0,0,0,0,0.831657717901231,0,0,0,0,0,0,0,0.995867768595041,0,0,0,0,0,0,0,0,0,0,0.831657717901231,0,0,0,0,0,0,0,0,0,0,0,0
"ASV0493",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.882547089765112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.800473793349203,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV0496",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV0497",0,0,0,0.8320920948165,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.846709407334229,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.921079657445143,0,0,0,0,0,0,0,0,0.880927543368542,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.901704719878332,0,0,0,0,0,0,0,0,0,0.867514577553533,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.814157367175286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.862345691877846,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.846307810653165,0,0.813922395576326,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.848564631481574,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.856839641185738,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV0501",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV0503",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.835108579801236,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.831657717901231,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV0508",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.835108579801236,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.835108579801236,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.995867768595041,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0.995867768595041,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.995867768595041,0,0,0,0,0,0,0,0,0,0,0,0,0.831657717901231,0,0,0,0,0,0,0,0.995867768595041,0,0,0,0,0,0,0,0,0,0,0.831657717901231,0,0,0,0,0,0,0,0,0,0,0,0
"ASV0517",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.995867768595041,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.835108579801236,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.995867768595041,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.835108579801236,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV0521",0,0,0,0,0,0,0,0,0,0,0.831657717901231,0,0,0,0,0,0,0,0,0,0,0,0,0,0.824758215444801,0,0,0,0,0.886040559626458,0,0,0,0,0,0,0,0,0,0,0.831657717901231,0,0,0,0,0,0,0,0,0,0,0,0.878380266603751,0,0,0,0,0,0,0.8226702273188,0,0,0,0,0,0,0,0.870574161362985,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.814544491414525,0,0,0,0,0,0,0.816283036112909,0,0,0.831657717901231,0,0.878380266603751,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.854122672031845,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.808723623514889,0,0,0,0,0.801592496339359,0.831657717901231,0,0,0.881432386413,0,0.835108579801236,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.886040559626458,0.835108579801236,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.814366878751141,0,0,0,0,0.811060975027938,0,0,0,0,0,0.835108579801236,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.824758215444801,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.856676103039414,0,0,0,0,0,0,0,0,0,0.833528452368815,0,0,0.860354655433559,0,0,0,0,0,0,0
"ASV0523",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.986983746056791,0,0,0,0,0.979060711398078,0,0,0,0,0,0,0,0,0,0,0,0,0.914858909692937,0,0,0,0,0,0,0,0,0,0.985851883962689,0,0,0,0,0,0.999434229091911,0.989241223103058,0,0,0,0,0,0,0.870574161362985,0.98074745186863,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.997170504903708,0,0,0,0,0,0,0.997734994337486,0,0,0,0,0.982456297680384,0,0.996038642809606,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.988115608150893,0,0,0,0,0,0,0,0,0,0.810853406272146,0,0,0,0,0,0,0,0,0,0,0,0.904498106638657,0,0,0,0,0.896209464195233,0,0.80534364360212,0,0.998301245753115,0.998867497168743,0,0,0,0.981313703284258,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.979060711398078,0,0,0,0,0,0.83947018962885,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.990373725934315,0,0,0,0,0.896209464195233,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.846464801600569,0,0,0,0.996038642809606,0,0.986983746056791,0,0,0.853732673394507,0,0,0.870574161362985,0,0,0,0,0,0,0,0,0.913737943060065,0,0,0,0.855316237296436,0.981324435586282,0,0,0,0,0,0,0,0,0,0.994903737259343,0,0,0.989241223103058,0,0,0,0,0,0,0
"ASV0527",0.849015810016707,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.808723623514889,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.883487128618889,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.99135446685879,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.997118155619597,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
